id_bien_immo;code_local;type_local;surf_re;nbre_piece;surf_car;id_com
14083;2;Appartement;54;3;28.17;1913
14084;2;Appartement;22;1;21.72;1912
14085;2;Appartement;29;1;27.5;1906
14086;2;Appartement;53;2;53.63;1910
14087;2;Appartement;71;3;71.6;1915
14088;2;Appartement;76;4;73.39;1913
14089;2;Appartement;65;2;85.09;1908
14090;2;Appartement;80;4;68.82;1908
14091;2;Appartement;56;3;62.87;1907
14092;2;Appartement;102;5;100.55;1916
14093;2;Appartement;24;1;24.8;1909
14094;2;Appartement;48;2;45.61;1908
14095;2;Appartement;30;1;28.06;1913
14096;2;Appartement;139;3;143.12;1909
14097;2;Appartement;52;3;57.48;1912
14098;2;Appartement;25;2;32.43;1906
14099;2;Appartement;53;2;53.26;1913
14100;2;Appartement;78;4;74.67;1908
14101;2;Appartement;70;2;117.6;1913
14102;2;Appartement;42;2;42.04;1910
14103;2;Appartement;68;3;66.13;1908
14104;2;Appartement;39;2;33.53;1913
14105;2;Appartement;59;3;57.48;1912
14106;2;Appartement;53;3;60.04;1906
14107;2;Appartement;29;1;29.74;1912
14108;2;Appartement;41;2;44.6;1908
14109;2;Appartement;64;3;64.73;1910
14110;2;Appartement;60;2;60.04;1910
14111;2;Appartement;62;2;81.58;1913
14112;2;Appartement;22;1;21.77;1910
14113;2;Appartement;95;4;95.61;1917
14114;2;Appartement;73;3;68.98;1907
14115;2;Appartement;59;3;59.31;1910
14116;2;Appartement;80;3;75.33;1906
14117;2;Appartement;49;3;48.09;1906
14118;2;Appartement;136;2;125.32;1906
14119;2;Appartement;70;2;62.71;1908
14120;2;Appartement;100;3;94.81;1913
14121;2;Appartement;72;3;71.76;1910
14122;2;Appartement;60;3;52.51;1918
14123;2;Appartement;76;4;76.58;1919
14124;2;Appartement;16;1;17.41;1913
14125;2;Appartement;51;1;50.85;1912
14126;2;Appartement;63;2;64.6;1910
14127;2;Appartement;96;4;77.05;1914
14128;2;Appartement;108;5;107.96;1912
14129;2;Appartement;58;2;53.14;1910
14130;2;Appartement;38;2;37.67;1906
14131;2;Appartement;51;2;42.95;1908
14132;2;Appartement;66;4;64.86;1909
14133;2;Appartement;52;2;47.02;1909
14134;2;Appartement;86;3;85.02;1906
14135;2;Appartement;52;3;55.3;1910
14136;2;Appartement;60;2;63.41;1908
14137;2;Appartement;107;5;107.46;1912
14138;2;Appartement;69;4;70.09;1909
14139;2;Appartement;49;2;49.95;1909
14140;2;Appartement;46;2;45.56;1913
14141;2;Appartement;15;1;25.43;1913
14142;2;Appartement;82;4;82.21;1910
14143;2;Appartement;90;3;93.03;1913
14144;2;Appartement;36;1;51.58;1908
14145;2;Appartement;51;1;41.61;1910
14146;2;Appartement;119;5;123;1908
14147;2;Appartement;60;2;52.39;1908
14148;2;Appartement;52;3;52.89;1919
14149;2;Appartement;104;4;104.27;1913
14150;2;Appartement;67;3;68.25;1908
14151;2;Appartement;53;2;53;1906
14152;2;Appartement;62;3;62.86;1906
14153;2;Appartement;48;2;67.21;1906
14154;2;Appartement;73;3;72.1;1913
14155;2;Appartement;80;3;76.93;1920
14156;2;Appartement;87;3;87.39;1921
14157;2;Appartement;18;1;17.9;1910
14158;2;Appartement;52;3;54.73;1910
14159;2;Appartement;79;3;79.63;1915
14160;2;Appartement;25;1;24.62;1910
14161;1;Maison;91;4;91.34;1912
14162;2;Appartement;63;1;35.17;1906
14163;2;Appartement;61;2;54.26;1914
14164;2;Appartement;22;1;23.07;1910
14165;2;Appartement;26;1;25.5;1909
14166;2;Appartement;25;1;24.19;1909
14167;2;Appartement;85;4;85.05;1910
14168;2;Appartement;69;4;68.03;1914
14169;2;Appartement;48;2;48.76;1908
14170;2;Appartement;82;4;82.3;1914
14171;2;Appartement;54;3;53.07;1908
14172;2;Appartement;70;3;62;1908
14173;1;Maison;100;4;114.68;1912
14174;2;Appartement;43;2;43.43;1913
14175;2;Appartement;53;2;78.52;1908
14176;2;Appartement;70;3;65.55;1913
14177;2;Appartement;162;6;37.6;1913
14178;2;Appartement;87;5;86.95;1914
14179;2;Appartement;65;3;60.04;1908
14180;2;Appartement;30;1;32.79;1905
14181;2;Appartement;107;6;109.38;1912
14182;2;Appartement;14;1;6.89;1906
14183;2;Appartement;29;1;29.77;1909
14184;2;Appartement;158;4;157.67;1910
14185;2;Appartement;19;1;19.32;1910
14186;2;Appartement;63;3;64.31;1913
14187;2;Appartement;40;2;40.05;1910
14188;2;Appartement;52;3;52.5;1909
14189;2;Appartement;130;4;123.35;1906
14190;2;Appartement;67;3;67.2;1913
14191;2;Appartement;168;4;175.28;1906
14192;2;Appartement;82;3;78.87;1909
14193;2;Appartement;62;3;62.22;1912
14194;2;Appartement;37;1;17.47;1908
14195;2;Appartement;230;6;238.63;1906
14196;2;Appartement;33;1;35.51;1906
14197;2;Appartement;118;6;116.21;1910
14198;2;Appartement;24;1;21.77;1907
14199;2;Appartement;51;2;50.65;1906
14200;2;Appartement;59;3;71.46;1908
14201;2;Appartement;25;1;32.46;1913
14202;2;Appartement;30;1;25.19;1913
14203;2;Appartement;57;2;52.46;1912
14204;2;Appartement;26;2;22.57;1910
14205;2;Appartement;67;3;66.75;1907
14206;2;Appartement;16;1;16.17;1918
14207;2;Appartement;40;2;39.03;1908
14208;2;Appartement;75;3;69.6;1913
14209;2;Appartement;100;4;88.31;1922
14210;2;Appartement;34;2;40.05;1909
14211;1;Maison;83;4;83.83;1923
14212;2;Appartement;48;2;48.68;1913
14213;2;Appartement;35;1;44.96;1913
14214;2;Appartement;15;1;15.82;1908
14215;2;Appartement;60;2;54.61;1909
14216;2;Appartement;72;3;71;1908
14217;1;Maison;115;5;142.09;1910
14218;2;Appartement;19;1;35.78;1914
14219;2;Appartement;40;2;40.29;1913
14220;2;Appartement;56;3;56.92;1909
14221;2;Appartement;18;1;18.62;1906
14222;2;Appartement;18;1;18.33;1910
14223;2;Appartement;65;3;62.49;1908
14224;2;Appartement;124;4;132.8;1906
14225;2;Appartement;61;3;55.63;1912
14226;2;Appartement;68;3;68.18;1909
14227;2;Appartement;44;2;45.79;1907
14228;2;Appartement;36;1;26.95;1906
14229;2;Appartement;36;2;28.92;1912
14230;1;Maison;90;5;109.46;1912
14231;2;Appartement;71;4;68.12;1914
14232;2;Appartement;48;2;43.85;1913
14233;2;Appartement;54;2;56.23;1910
14234;1;Maison;145;6;129.12;1909
14235;2;Appartement;102;4;100.52;1909
14236;2;Appartement;53;3;57.84;1910
14237;2;Appartement;58;2;58.7;1914
14238;2;Appartement;96;3;91.11;1906
14239;2;Appartement;88;4;85.24;1912
14240;2;Appartement;38;1;38.87;1912
14241;2;Appartement;81;3;74.18;1905
14242;2;Appartement;61;3;61.69;1910
14243;2;Appartement;100;4;101.84;1906
14244;2;Appartement;38;2;36.81;1909
14245;2;Appartement;64;3;63.82;1910
14246;2;Appartement;39;1;39.54;1914
14247;2;Appartement;18;1;18.6;1910
14248;2;Appartement;79;3;73.52;1909
14249;2;Appartement;45;2;46.58;1913
14250;2;Appartement;52;2;49.6;1913
14251;2;Appartement;34;1;35;1909
14252;2;Appartement;64;3;63.24;1910
14253;2;Appartement;77;3;69.02;1908
14254;2;Appartement;63;3;65.04;1908
14255;2;Appartement;116;5;107.85;1913
14256;2;Appartement;33;1;31.06;1910
14257;2;Appartement;82;4;81.24;1910
14258;2;Appartement;42;2;41.85;1909
14259;2;Appartement;90;2;88.45;1913
14260;2;Appartement;149;6;147.24;1910
14261;2;Appartement;40;2;44.56;1908
14262;2;Appartement;85;4;78.94;1909
14263;2;Appartement;89;3;91.03;1913
14264;2;Appartement;41;1;39.84;1914
14265;2;Appartement;40;1;32.28;1907
14266;2;Appartement;30;2;20.73;1908
14267;2;Appartement;23;1;24.54;1908
14268;2;Appartement;75;3;73.87;1906
14269;2;Appartement;75;2;69.69;1908
14270;2;Appartement;40;2;39.57;1906
14271;2;Appartement;30;2;29.85;1910
14272;2;Appartement;39;2;39.02;1912
14273;2;Appartement;13;1;14.02;1906
14274;2;Appartement;80;3;70.65;1913
14275;2;Appartement;131;4;212.17;1906
14276;2;Appartement;23;1;20.83;1913
14277;2;Appartement;59;3;56.02;1908
14278;2;Appartement;94;4;93.82;1910
14279;2;Appartement;90;3;71.87;1910
14280;2;Appartement;47;2;46.41;1910
14281;2;Appartement;43;2;41.83;1908
14282;2;Appartement;86;3;81.78;1906
14283;2;Appartement;69;2;64.64;1909
14284;2;Appartement;73;3;72.96;1909
14285;2;Appartement;67;3;65;1909
14286;2;Appartement;221;6;221.56;1908
14287;2;Appartement;25;1;18.19;1913
14288;2;Appartement;87;4;89.93;1913
14289;2;Appartement;50;3;48.74;1908
14290;2;Appartement;99;4;89.76;1912
14291;2;Appartement;47;2;45.77;1912
14292;2;Appartement;115;4;115.21;1915
14293;2;Appartement;113;5;119.62;1908
14294;2;Appartement;70;2;63.2;1910
14295;2;Appartement;93;4;89.51;1906
14296;2;Appartement;37;1;37.12;1906
14297;2;Appartement;68;3;67.05;1916
14298;2;Appartement;69;2;67.17;1913
14299;2;Appartement;120;4;124.75;1913
14300;2;Appartement;90;3;79;1909
14301;2;Appartement;70;2;97.65;1913
14302;2;Appartement;98;3;98.02;1908
14303;2;Appartement;62;2;71.48;1913
14304;2;Appartement;73;3;72.15;1908
14305;2;Appartement;18;1;27.65;1913
14306;2;Appartement;89;3;87.38;1913
14307;2;Appartement;63;3;63.27;1906
14308;2;Appartement;140;5;141.41;1908
14309;2;Appartement;20;1;19.71;1910
14310;2;Appartement;54;3;60.2;1924
14311;2;Appartement;18;1;18.53;1910
14312;2;Appartement;34;1;31.17;1913
14313;2;Appartement;83;3;85;1913
14314;2;Appartement;62;3;62.18;1914
14315;2;Appartement;35;1;24.92;1906
14316;2;Appartement;28;1;24.93;1909
14317;2;Appartement;44;1;46.34;1913
14318;2;Appartement;71;3;69.2;1910
14319;2;Appartement;20;1;17.87;1906
14320;2;Appartement;71;4;73.29;1914
14321;2;Appartement;13;1;12.27;1910
14322;2;Appartement;27;1;32.86;1913
14323;2;Appartement;65;3;64.1;1910
14324;2;Appartement;65;3;65.36;1910
14325;2;Appartement;21;1;21.15;1912
14326;2;Appartement;23;1;23.98;1910
14327;2;Appartement;74;3;72.6;1908
14328;1;Maison;108;4;121.25;1912
14329;2;Appartement;23;1;23.02;1914
14330;2;Appartement;42;2;42.25;1906
14331;2;Appartement;37;1;43.92;1912
14332;2;Appartement;62;3;62.01;1905
14333;2;Appartement;35;1;30.65;1913
14334;2;Appartement;55;2;52.91;1913
14335;2;Appartement;140;4;137.09;1906
14336;2;Appartement;78;3;75.44;1913
14337;1;Maison;117;5;117;1925
14338;2;Appartement;69;3;66.06;1913
14339;2;Appartement;42;1;32.9;1908
14340;2;Appartement;37;2;37.02;1910
14341;2;Appartement;94;3;105.72;1913
14342;2;Appartement;74;3;37.24;1909
14343;2;Appartement;84;2;80.52;1906
14344;2;Appartement;37;1;46.38;1906
14345;2;Appartement;73;4;73.72;1909
14346;2;Appartement;42;2;42.51;1908
14347;2;Appartement;164;6;141.94;1908
14348;2;Appartement;46;2;40.93;1910
14349;2;Appartement;34;2;35.29;1906
14350;2;Appartement;83;4;76.93;1926
14351;2;Appartement;88;4;88.08;1912
14352;2;Appartement;92;4;92.29;1909
14353;2;Appartement;13;1;43.85;1913
14354;2;Appartement;312;8;320.92;1906
14355;2;Appartement;46;2;45.69;1912
14356;2;Appartement;65;3;64.34;1906
14357;2;Appartement;48;2;48.67;1910
14358;2;Appartement;47;2;43.81;1913
14359;2;Appartement;186;5;185.29;1906
14360;2;Appartement;30;1;23.04;1909
14361;2;Appartement;77;2;78.32;1913
14362;2;Appartement;58;2;55.25;1910
14363;2;Appartement;86;3;88.15;1909
14364;2;Appartement;83;4;93;1909
14365;2;Appartement;52;1;34.5;1918
14366;2;Appartement;34;1;31.78;1913
14367;2;Appartement;30;1;26.35;1913
14368;2;Appartement;20;1;21.12;1909
14369;2;Appartement;57;1;58.2;1918
14370;2;Appartement;19;1;18;1913
14371;2;Appartement;78;3;79.03;1909
14372;2;Appartement;41;2;41.07;1910
14373;2;Appartement;31;1;27.58;1906
14374;2;Appartement;117;5;113.73;1908
14375;2;Appartement;88;4;89.76;1910
14376;2;Appartement;70;3;69.18;1910
14377;2;Appartement;106;4;54.12;1908
14378;1;Maison;92;4;91.6;1910
14379;2;Appartement;74;3;72.2;1909
14380;2;Appartement;57;2;57.78;1908
14381;2;Appartement;25;2;19.61;1908
14382;2;Appartement;148;3;141.85;1913
14383;2;Appartement;70;2;62.39;1908
14384;2;Appartement;73;4;70.98;1909
14385;2;Appartement;52;1;55.25;1906
14386;2;Appartement;48;3;40.07;1913
14387;2;Appartement;45;1;36.38;1910
14388;2;Appartement;80;4;80.66;1910
14389;2;Appartement;76;4;76.04;1912
14390;2;Appartement;37;1;33.8;1912
14391;2;Appartement;117;4;105.32;1909
14392;2;Appartement;65;3;65.51;1919
14393;2;Appartement;98;3;101.72;1908
14394;2;Appartement;18;1;18.12;1909
14395;2;Appartement;52;2;51.87;1908
14396;2;Appartement;39;2;39.92;1913
14397;2;Appartement;66;4;67.01;1909
14398;2;Appartement;51;2;52.38;1910
14399;2;Appartement;102;3;101.8;1906
14400;2;Appartement;45;2;108.84;1909
14401;2;Appartement;115;6;110.7;1910
14402;2;Appartement;55;3;52.13;1908
14403;2;Appartement;100;5;82.11;1925
14404;2;Appartement;70;2;70.21;1908
14405;2;Appartement;11;1;11.06;1912
14406;2;Appartement;63;3;55.88;1909
14407;2;Appartement;158;5;191.09;1919
14408;2;Appartement;65;4;65.04;1908
14409;2;Appartement;88;4;91.41;1908
14410;1;Maison;139;6;136.42;1911
14411;2;Appartement;53;2;53.95;1910
14412;2;Appartement;48;2;47.8;1906
14413;2;Appartement;64;3;64.5;1906
14414;2;Appartement;39;1;38.22;1909
14415;2;Appartement;63;3;62.59;1910
14416;2;Appartement;97;5;90.81;1909
14417;2;Appartement;68;2;67.33;1913
14418;2;Appartement;96;5;99.75;1909
14419;2;Appartement;47;2;47.62;1909
14420;2;Appartement;78;3;77.35;1912
14421;1;Maison;109;5;108.65;1909
14422;2;Appartement;71;4;72.04;1907
14423;2;Appartement;91;4;68.54;1905
14424;2;Appartement;45;3;58.87;1911
14425;2;Appartement;37;1;52.78;1909
14426;2;Appartement;45;2;44.22;1906
14427;2;Appartement;116;5;61.6;1909
14428;2;Appartement;78;3;86.22;1909
14429;2;Appartement;45;3;34.6;1910
14430;2;Appartement;48;2;48.51;1907
14431;2;Appartement;78;3;78.5;1908
14432;2;Appartement;64;2;65.09;1913
14433;2;Appartement;33;1;48;1913
14434;2;Appartement;60;2;60.48;1913
14435;2;Appartement;73;3;61.6;1908
14436;2;Appartement;61;4;61.39;1910
14437;2;Appartement;53;2;54.33;1912
14438;2;Appartement;82;3;80.09;1908
14439;1;Maison;148;6;148.3;1908
14440;2;Appartement;48;2;48.54;1908
14441;2;Appartement;85;3;88.09;1906
14442;2;Appartement;81;5;81.53;1911
14443;2;Appartement;35;2;26.61;1913
14444;2;Appartement;78;3;70.55;1913
14445;2;Appartement;26;1;16.51;1913
14446;2;Appartement;64;2;63.21;1908
14447;2;Appartement;55;2;55.15;1912
14448;2;Appartement;67;3;66.37;1910
14449;2;Appartement;94;4;94.49;1910
14450;2;Appartement;66;3;69.18;1910
14451;2;Appartement;41;2;40.8;1908
14452;2;Appartement;64;3;61.94;1912
14453;2;Appartement;65;2;72.14;1906
14454;2;Appartement;86;4;84.8;1910
14455;2;Appartement;136;4;124.38;1906
14456;2;Appartement;29;1;27.17;1912
14457;2;Appartement;73;3;73.64;1910
14458;2;Appartement;100;4;98.7;1913
14459;2;Appartement;106;3;91.21;1906
14460;2;Appartement;29;1;29.6;1910
14461;2;Appartement;96;5;95.4;1910
14462;2;Appartement;107;5;107.41;1910
14463;2;Appartement;68;4;68.53;1912
14464;2;Appartement;55;2;54.21;1912
14465;2;Appartement;22;1;23.39;1906
14466;2;Appartement;35;1;35.11;1906
14467;2;Appartement;75;3;75.33;1909
14468;2;Appartement;60;3;60.67;1912
14469;2;Appartement;41;2;41.64;1919
14470;2;Appartement;60;2;61.76;1910
14471;2;Appartement;27;1;25.52;1906
14472;2;Appartement;100;2;99.05;1913
14473;2;Appartement;40;2;40.58;1914
14474;2;Appartement;33;1;33;1910
14475;2;Appartement;36;1;36.52;1914
14476;2;Appartement;53;3;59.27;1910
14477;2;Appartement;106;3;91.21;1906
14478;1;Maison;60;2;223.43;1908
14479;2;Appartement;68;3;68.09;1912
14480;2;Appartement;61;3;57.58;1909
14481;2;Appartement;46;2;45.13;1913
14482;2;Appartement;85;6;83.88;1906
14483;2;Appartement;83;4;77.45;1906
14484;2;Appartement;71;3;71.84;1915
14485;2;Appartement;45;1;41.32;1910
14486;2;Appartement;113;3;100.44;1906
14487;2;Appartement;31;1;49.19;1912
14488;2;Appartement;31;1;31.51;1913
14489;2;Appartement;63;3;62.38;1913
14490;2;Appartement;42;2;43.35;1910
14491;2;Appartement;75;3;63.37;1914
14492;2;Appartement;106;5;104.01;1910
14493;2;Appartement;43;2;82;1908
14494;2;Appartement;100;4;99.8;1912
14495;2;Appartement;94;5;98.05;1910
14496;2;Appartement;59;2;53.64;1913
14497;2;Appartement;46;1;42.54;1909
14498;2;Appartement;107;4;107.14;1910
14499;2;Appartement;33;2;26.5;1910
14500;2;Appartement;65;2;53.83;1913
14501;2;Appartement;33;1;73.55;1906
14502;2;Appartement;72;3;72.36;1907
14503;2;Appartement;68;3;68.08;1908
14504;2;Appartement;33;2;32.37;1906
14505;2;Appartement;67;3;31.74;1906
14506;2;Appartement;102;3;100.95;1912
14507;2;Appartement;64;3;64.21;1912
14508;2;Appartement;79;3;80.04;1912
14509;1;Maison;100;4;105.43;1907
14510;2;Appartement;74;4;74.01;1912
14511;1;Maison;106;5;104.08;1915
14512;2;Appartement;19;1;19.79;1910
14513;1;Maison;120;5;132.61;1922
14514;2;Appartement;55;3;53.8;1912
14515;2;Appartement;31;1;29.63;1909
14516;2;Appartement;42;2;40.65;1908
14517;2;Appartement;47;3;45.68;1918
14518;2;Appartement;62;3;61;1914
14519;2;Appartement;62;3;61.67;1914
14520;2;Appartement;31;1;31;1912
14521;2;Appartement;65;3;65.57;1914
14522;2;Appartement;30;1;30.91;1909
14523;2;Appartement;79;4;79.8;1912
14524;1;Maison;107;6;108.86;1914
14525;1;Maison;142;7;149.43;1909
14526;2;Appartement;60;3;63.76;1906
14527;2;Appartement;110;3;102.62;1913
14528;2;Appartement;35;1;52.12;1913
14529;2;Appartement;32;1;31.87;1910
14530;2;Appartement;44;2;44.74;1910
14531;2;Appartement;64;3;62.03;1910
14532;2;Appartement;34;2;34.55;1914
14533;2;Appartement;58;2;60.43;1906
14534;2;Appartement;114;4;114.81;1908
14535;2;Appartement;80;3;80.77;1908
14536;2;Appartement;41;2;41.2;1910
14537;2;Appartement;82;3;82.88;1909
14538;2;Appartement;39;2;39.16;1910
14539;2;Appartement;29;1;29.13;1910
14540;2;Appartement;46;2;54.13;1910
14541;2;Appartement;40;1;41.78;1913
14542;2;Appartement;110;5;110.55;1910
14543;2;Appartement;24;1;23.83;1910
14544;2;Appartement;77;4;77.43;1918
14545;2;Appartement;70;3;57.31;1909
14546;2;Appartement;75;2;70;1913
14547;2;Appartement;51;2;71.53;1906
14548;2;Appartement;65;4;60.91;1912
14549;2;Appartement;39;2;37.02;1913
14550;2;Appartement;51;2;48.9;1913
14551;2;Appartement;55;3;17.1;1908
14552;2;Appartement;97;4;97.02;1912
14553;2;Appartement;42;2;42.89;1925
14554;2;Appartement;68;2;65.45;1908
14555;2;Appartement;58;4;36.55;1908
14556;2;Appartement;26;2;26;1908
14557;2;Appartement;35;1;33.54;1906
14558;2;Appartement;31;1;34.59;1912
14559;2;Appartement;56;2;58.24;1909
14560;2;Appartement;82;4;82.66;1914
14561;2;Appartement;54;2;54.21;1908
14562;2;Appartement;68;2;62.75;1918
14563;2;Appartement;130;5;138.89;1906
14564;2;Appartement;29;1;48.43;1910
14565;2;Appartement;57;3;57.8;1912
14566;2;Appartement;131;5;131;1906
14567;2;Appartement;40;2;40.5;1908
14568;2;Appartement;45;1;44.45;1909
14569;2;Appartement;29;1;26.56;1927
14570;2;Appartement;52;1;49.13;1927
14571;2;Appartement;86;4;85.81;1927
14572;2;Appartement;48;1;48.7;1928
14573;2;Appartement;90;4;91.1;1929
14574;2;Appartement;72;3;65.08;1929
14575;2;Appartement;64;4;63.87;1928
14576;2;Appartement;58;2;56.04;1927
14577;2;Appartement;112;6;116.4;1929
14578;2;Appartement;52;3;50.35;1930
14579;2;Appartement;81;3;85.14;1929
14580;2;Appartement;70;2;75.97;1929
14581;2;Appartement;24;1;21.12;1927
14582;2;Appartement;38;1;31.56;1930
14583;2;Appartement;31;1;25.16;1928
14584;2;Appartement;58;2;58.99;1927
14585;2;Appartement;80;4;65.39;1927
14586;2;Appartement;47;2;450.3;1927
14587;2;Appartement;15;1;14.17;1927
14588;2;Appartement;39;2;40.33;1928
14589;2;Appartement;125;6;125.19;1927
14590;2;Appartement;46;2;45.95;1930
14591;2;Appartement;125;5;132.53;1929
14592;2;Appartement;83;4;84.33;1927
14593;2;Appartement;38;2;52;1927
14594;2;Appartement;73;3;73.74;1927
14595;2;Appartement;70;3;70.92;1928
14596;2;Appartement;105;4;110.79;1927
14597;2;Appartement;43;2;42.4;1928
14598;2;Appartement;25;1;25.1;1929
14599;2;Appartement;79;4;80.1;1930
14600;2;Appartement;57;2;58.53;1928
14601;2;Appartement;14;1;13.59;1927
14602;2;Appartement;126;4;127.93;1929
14603;2;Appartement;28;1;27.11;1928
14604;2;Appartement;22;1;23.01;1928
14605;2;Appartement;79;4;82.8;1928
14606;2;Appartement;89;4;88.07;1927
14607;2;Appartement;50;3;47.19;1929
14608;2;Appartement;19;1;19.31;1927
14609;2;Appartement;55;3;57.64;1928
14610;2;Appartement;37;2;36.6;1927
14611;2;Appartement;98;3;87.4;1929
14612;2;Appartement;71;3;72.32;1928
14613;2;Appartement;28;1;28.03;1928
14614;2;Appartement;64;3;63.21;1930
14615;2;Appartement;34;1;33.83;1928
14616;2;Appartement;28;2;29.12;1929
14617;2;Appartement;59;3;54.23;1930
14618;2;Appartement;19;1;21.16;1930
14619;2;Appartement;19;1;19.03;1930
14620;2;Appartement;80;4;76.76;1927
14621;2;Appartement;88;4;88.3;1927
14622;2;Appartement;64;3;64.34;1927
14623;2;Appartement;54;2;52.14;1927
14624;2;Appartement;20;1;19.95;1930
14625;2;Appartement;49;2;49.51;1928
14626;2;Appartement;48;2;48.74;1930
14627;2;Appartement;67;3;63.34;1927
14628;2;Appartement;63;3;65.93;1927
14629;2;Appartement;16;1;15.9;1929
14630;2;Appartement;31;1;31.3;1930
14631;2;Appartement;19;1;19.06;1927
14632;2;Appartement;57;2;61.55;1928
14633;2;Appartement;39;1;38.84;1930
14634;2;Appartement;25;1;25.24;1928
14635;2;Appartement;49;1;46.71;1930
14636;1;Maison;209;7;209.01;1927
14637;2;Appartement;28;0;30.35;1928
14638;2;Appartement;57;3;59.04;1928
14639;2;Appartement;36;2;35.06;1930
14640;2;Appartement;46;2;45.9;1930
14641;2;Appartement;19;1;20.55;1928
14642;2;Appartement;61;2;49.1;1927
14643;2;Appartement;28;1;22.78;1929
14644;2;Appartement;62;3;62.01;1928
14645;2;Appartement;15;1;35.03;1927
14646;2;Appartement;68;3;69.43;1927
14647;2;Appartement;49;2;49.45;1927
14648;2;Appartement;75;3;75;1928
14649;2;Appartement;77;4;77.89;1928
14650;1;Maison;77;3;68.74;1928
14651;2;Appartement;66;3;66.9;1930
14652;2;Appartement;59;3;57.88;1929
14653;2;Appartement;18;1;18.03;1930
14654;2;Appartement;18;1;17.65;1930
14655;2;Appartement;64;4;65.52;1930
14656;2;Appartement;112;3;115.25;1927
14657;2;Appartement;34;1;34.52;1927
14658;2;Appartement;36;1;36;1929
14659;2;Appartement;61;3;57.75;1927
14660;2;Appartement;17;1;17.75;1928
14661;2;Appartement;128;5;130.03;1927
14662;2;Appartement;71;3;67.4;1928
14663;2;Appartement;84;4;86.56;1929
14664;2;Appartement;38;2;38.8;1928
14665;2;Appartement;79;4;79.48;1927
14666;2;Appartement;69;4;71.63;1927
14667;2;Appartement;46;2;33.76;1927
14668;2;Appartement;55;2;55.79;1928
14669;2;Appartement;43;1;40.8;1927
14670;2;Appartement;73;3;80.01;1927
14671;2;Appartement;48;2;48.42;1927
14672;2;Appartement;43;2;43.21;1928
14673;2;Appartement;22;1;21.44;1930
14674;2;Appartement;51;2;51.36;1928
14675;2;Appartement;150;6;174.89;1930
14676;2;Appartement;47;3;42.08;1930
14677;2;Appartement;49;2;119.08;1927
14678;2;Appartement;89;4;82.92;1927
14679;2;Appartement;18;1;18.46;1930
14680;2;Appartement;50;1;49.03;1928
14681;2;Appartement;72;4;70.14;1927
14682;2;Appartement;65;4;66.21;1927
14683;2;Appartement;50;1;50.05;1930
14684;2;Appartement;96;4;94.31;1929
14685;2;Appartement;62;2;59.57;1927
14686;2;Appartement;49;2;49.25;1928
14687;2;Appartement;142;5;142.72;1929
14688;2;Appartement;43;2;45.9;1928
14689;2;Appartement;76;2;49.21;1928
14690;2;Appartement;52;2;51.53;1928
14691;2;Appartement;90;3;92.85;1928
14692;2;Appartement;55;3;54.42;1928
14693;2;Appartement;84;3;86.69;1927
14694;2;Appartement;64;3;63.45;1930
14695;2;Appartement;52;3;52.81;1929
14696;2;Appartement;25;1;25.11;1928
14697;2;Appartement;106;4;107.87;1927
14698;2;Appartement;20;1;20.16;1928
14699;2;Appartement;71;4;79.9;1928
14700;2;Appartement;66;3;66.9;1930
14701;2;Appartement;69;3;69.04;1928
14702;2;Appartement;62;3;61.54;1927
14703;2;Appartement;79;2;79.14;1927
14704;2;Appartement;95;4;94.93;1927
14705;2;Appartement;64;3;64.52;1930
14706;2;Appartement;36;1;35.67;1929
14707;2;Appartement;75;3;73.9;1928
14708;2;Appartement;100;3;100.47;1929
14709;2;Appartement;111;5;111.23;1928
14710;2;Appartement;18;1;17.86;1928
14711;2;Appartement;55;3;54.36;1930
14712;2;Appartement;87;3;83.38;1927
14713;2;Appartement;17;1;17.64;1930
14714;2;Appartement;53;3;54.35;1928
14715;2;Appartement;74;2;77.54;1927
14716;2;Appartement;43;1;41.08;1930
14717;2;Appartement;45;2;46.05;1927
14718;2;Appartement;85;4;85.82;1927
14719;2;Appartement;45;1;45.91;1927
14720;2;Appartement;45;2;45.42;1928
14721;2;Appartement;85;4;85.11;1928
14722;2;Appartement;20;1;19.49;1927
14723;2;Appartement;67;3;67.82;1927
14724;2;Appartement;41;2;41.62;1930
14725;2;Appartement;33;2;33.66;1930
14726;2;Appartement;35;2;36.09;1929
14727;2;Appartement;24;1;31.52;1927
14728;2;Appartement;158;6;68.86;1930
14729;2;Appartement;65;3;66.44;1927
14730;2;Appartement;49;2;35;1928
14731;2;Appartement;110;5;109.58;1927
14732;2;Appartement;45;2;44.6;1930
14733;2;Appartement;36;1;35.43;1930
14734;2;Appartement;101;4;112.88;1927
14735;2;Appartement;68;2;86.03;1928
14736;2;Appartement;70;3;70.57;1927
14737;2;Appartement;124;6;126.36;1929
14738;2;Appartement;70;3;70.58;1930
14739;2;Appartement;90;3;82.28;1927
14740;2;Appartement;74;3;74.11;1930
14741;2;Appartement;42;1;40.46;1927
14742;2;Appartement;35;2;35.91;1928
14743;2;Appartement;88;4;88.09;1927
14744;2;Appartement;74;3;74.57;1927
14745;2;Appartement;51;2;59.42;1927
14746;2;Appartement;37;2;34.29;1930
14747;2;Appartement;65;4;66.4;1930
14748;2;Appartement;122;4;118.91;1927
14749;2;Appartement;30;1;30.26;1928
14750;2;Appartement;41;2;41;1930
