Code Domaine,Domaine,Code zone (FAO),Zone,Code ?l?ment,?l?ment,Code Produit,Produit,Code ann?e,Ann?e,Unit?,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","123","Lib?ria","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2516","Avoine","2017","2017","g/personne/jour","0.05","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","123","Lib?ria","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2516","Avoine","2017","2017","g/personne/jour","0.03","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","123","Lib?ria","5611","Importations - Quantit?","2518","Sorgho et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","123","Lib?ria","5301","Disponibilit? int?rieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","123","Lib?ria","5142","Nourriture","2518","Sorgho et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","123","Lib?ria","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2518","Sorgho et produits","2017","2017","kg","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","123","Lib?ria","664","Disponibilit? alimentaire (Kcal/personne/jour)","2518","Sorgho et produits","2017","2017","Kcal/personne/jour","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","123","Lib?ria","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2518","Sorgho et produits","2017","2017","g/personne/jour","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","123","Lib?ria","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2518","Sorgho et produits","2017","2017","g/personne/jour","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","123","Lib?ria","5611","Importations - Quantit?","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","123","Lib?ria","5072","Variation de stock","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","123","Lib?ria","5911","Exportations - Quantit?","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","123","Lib?ria","5301","Disponibilit? int?rieure","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","123","Lib?ria","5521","Aliments pour animaux","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","123","Lib?ria","5142","Nourriture","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","123","Lib?ria","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2520","C?r?ales, Autres","2017","2017","kg","0.01","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","123","Lib?ria","664","Disponibilit? alimentaire (Kcal/personne/jour)","2520","C?r?ales, Autres","2017","2017","Kcal/personne/jour","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","123","Lib?ria","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2520","C?r?ales, Autres","2017","2017","g/personne/jour","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","123","Lib?ria","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2520","C?r?ales, Autres","2017","2017","g/personne/jour","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5511","Production","2511","Bl? et produits","2017","2017","Milliers de tonnes","200","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5611","Importations - Quantit?","2511","Bl? et produits","2017","2017","Milliers de tonnes","1395","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5072","Variation de stock","2511","Bl? et produits","2017","2017","Milliers de tonnes","98","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5911","Exportations - Quantit?","2511","Bl? et produits","2017","2017","Milliers de tonnes","30","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5301","Disponibilit? int?rieure","2511","Bl? et produits","2017","2017","Milliers de tonnes","1467","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5521","Aliments pour animaux","2511","Bl? et produits","2017","2017","Milliers de tonnes","354","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5123","Pertes","2511","Bl? et produits","2017","2017","Milliers de tonnes","93","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5154","Autres utilisations (non alimentaire)","2511","Bl? et produits","2017","2017","Milliers de tonnes","158","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5142","Nourriture","2511","Bl? et produits","2017","2017","Milliers de tonnes","839","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2511","Bl? et produits","2017","2017","kg","127.45","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","124","Libye","664","Disponibilit? alimentaire (Kcal/personne/jour)","2511","Bl? et produits","2017","2017","Kcal/personne/jour","1040","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","124","Libye","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2511","Bl? et produits","2017","2017","g/personne/jour","27.91","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","124","Libye","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2511","Bl? et produits","2017","2017","g/personne/jour","4.05","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5511","Production","2807","Riz et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5611","Importations - Quantit?","2807","Riz et produits","2017","2017","Milliers de tonnes","184","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5072","Variation de stock","2807","Riz et produits","2017","2017","Milliers de tonnes","-49","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5911","Exportations - Quantit?","2807","Riz et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5301","Disponibilit? int?rieure","2807","Riz et produits","2017","2017","Milliers de tonnes","233","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5521","Aliments pour animaux","2807","Riz et produits","2017","2017","Milliers de tonnes","45","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5154","Autres utilisations (non alimentaire)","2807","Riz et produits","2017","2017","Milliers de tonnes","14","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5142","Nourriture","2807","Riz et produits","2017","2017","Milliers de tonnes","175","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2807","Riz et produits","2017","2017","kg","26.62","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","124","Libye","664","Disponibilit? alimentaire (Kcal/personne/jour)","2807","Riz et produits","2017","2017","Kcal/personne/jour","244","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","124","Libye","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2807","Riz et produits","2017","2017","g/personne/jour","4.85","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","124","Libye","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2807","Riz et produits","2017","2017","g/personne/jour","0.72","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5511","Production","2513","Orge et produits","2017","2017","Milliers de tonnes","60","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5611","Importations - Quantit?","2513","Orge et produits","2017","2017","Milliers de tonnes","844","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5072","Variation de stock","2513","Orge et produits","2017","2017","Milliers de tonnes","79","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5301","Disponibilit? int?rieure","2513","Orge et produits","2017","2017","Milliers de tonnes","826","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5521","Aliments pour animaux","2513","Orge et produits","2017","2017","Milliers de tonnes","586","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5123","Pertes","2513","Orge et produits","2017","2017","Milliers de tonnes","39","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5142","Nourriture","2513","Orge et produits","2017","2017","Milliers de tonnes","181","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2513","Orge et produits","2017","2017","kg","27.57","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","124","Libye","664","Disponibilit? alimentaire (Kcal/personne/jour)","2513","Orge et produits","2017","2017","Kcal/personne/jour","197","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","124","Libye","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2513","Orge et produits","2017","2017","g/personne/jour","5.44","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","124","Libye","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2513","Orge et produits","2017","2017","g/personne/jour","0.62","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5511","Production","2514","Ma?s et produits","2017","2017","Milliers de tonnes","4","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5611","Importations - Quantit?","2514","Ma?s et produits","2017","2017","Milliers de tonnes","538","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5072","Variation de stock","2514","Ma?s et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5301","Disponibilit? int?rieure","2514","Ma?s et produits","2017","2017","Milliers de tonnes","541","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5521","Aliments pour animaux","2514","Ma?s et produits","2017","2017","Milliers de tonnes","503","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5123","Pertes","2514","Ma?s et produits","2017","2017","Milliers de tonnes","27","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5142","Nourriture","2514","Ma?s et produits","2017","2017","Milliers de tonnes","12","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2514","Ma?s et produits","2017","2017","kg","1.76","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","124","Libye","664","Disponibilit? alimentaire (Kcal/personne/jour)","2514","Ma?s et produits","2017","2017","Kcal/personne/jour","11","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","124","Libye","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2514","Ma?s et produits","2017","2017","g/personne/jour","0.18","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","124","Libye","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2514","Ma?s et produits","2017","2017","g/personne/jour","0.03","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5611","Importations - Quantit?","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5301","Disponibilit? int?rieure","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5142","Nourriture","2515","Seigle et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2515","Seigle et produits","2017","2017","kg","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","124","Libye","664","Disponibilit? alimentaire (Kcal/personne/jour)","2515","Seigle et produits","2017","2017","Kcal/personne/jour","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","124","Libye","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2515","Seigle et produits","2017","2017","g/personne/jour","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","124","Libye","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2515","Seigle et produits","2017","2017","g/personne/jour","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5611","Importations - Quantit?","2516","Avoine","2017","2017","Milliers de tonnes","1","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5072","Variation de stock","2516","Avoine","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5301","Disponibilit? int?rieure","2516","Avoine","2017","2017","Milliers de tonnes","1","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5521","Aliments pour animaux","2516","Avoine","2017","2017","Milliers de tonnes","1","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5142","Nourriture","2516","Avoine","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2516","Avoine","2017","2017","kg","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","124","Libye","664","Disponibilit? alimentaire (Kcal/personne/jour)","2516","Avoine","2017","2017","Kcal/personne/jour","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","124","Libye","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2516","Avoine","2017","2017","g/personne/jour","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","124","Libye","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2516","Avoine","2017","2017","g/personne/jour","0","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5511","Production","2517","Millet et produits","2017","2017","Milliers de tonnes","6","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5611","Importations - Quantit?","2517","Millet et produits","2017","2017","Milliers de tonnes","5","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5072","Variation de stock","2517","Millet et produits","2017","2017","Milliers de tonnes","-1","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5301","Disponibilit? int?rieure","2517","Millet et produits","2017","2017","Milliers de tonnes","11","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5521","Aliments pour animaux","2517","Millet et produits","2017","2017","Milliers de tonnes","11","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5123","Pertes","2517","Millet et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5611","Importations - Quantit?","2518","Sorgho et produits","2017","2017","Milliers de tonnes","1","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5072","Variation de stock","2518","Sorgho et produits","2017","2017","Milliers de tonnes","1","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5301","Disponibilit? int?rieure","2518","Sorgho et produits","2017","2017","Milliers de tonnes","0","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5521","Aliments pour animaux","2518","Sorgho et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5611","Importations - Quantit?","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","1","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5072","Variation de stock","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5911","Exportations - Quantit?","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5301","Disponibilit? int?rieure","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","1","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5521","Aliments pour animaux","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","5142","Nourriture","2520","C?r?ales, Autres","2017","2017","Milliers de tonnes","1","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","124","Libye","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2520","C?r?ales, Autres","2017","2017","kg","0.1","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","124","Libye","664","Disponibilit? alimentaire (Kcal/personne/jour)","2520","C?r?ales, Autres","2017","2017","Kcal/personne/jour","1","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","124","Libye","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2520","C?r?ales, Autres","2017","2017","g/personne/jour","0.04","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","124","Libye","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2520","C?r?ales, Autres","2017","2017","g/personne/jour","0.02","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","5511","Production","2511","Bl? et produits","2017","2017","Milliers de tonnes","3917","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","5611","Importations - Quantit?","2511","Bl? et produits","2017","2017","Milliers de tonnes","159","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","5072","Variation de stock","2511","Bl? et produits","2017","2017","Milliers de tonnes","-184","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","5911","Exportations - Quantit?","2511","Bl? et produits","2017","2017","Milliers de tonnes","3297","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","5301","Disponibilit? int?rieure","2511","Bl? et produits","2017","2017","Milliers de tonnes","963","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","5521","Aliments pour animaux","2511","Bl? et produits","2017","2017","Milliers de tonnes","255","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","5123","Pertes","2511","Bl? et produits","2017","2017","Milliers de tonnes","58","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","5154","Autres utilisations (non alimentaire)","2511","Bl? et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","5142","Nourriture","2511","Bl? et produits","2017","2017","Milliers de tonnes","339","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2511","Bl? et produits","2017","2017","kg","119.25","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2511","Bl? et produits","2017","2017","Kcal/personne/jour","959","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2511","Bl? et produits","2017","2017","g/personne/jour","28.66","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2511","Bl? et produits","2017","2017","g/personne/jour","4.6","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","5611","Importations - Quantit?","2807","Riz et produits","2017","2017","Milliers de tonnes","16","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","5072","Variation de stock","2807","Riz et produits","2017","2017","Milliers de tonnes","2","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","5911","Exportations - Quantit?","2807","Riz et produits","2017","2017","Milliers de tonnes","5","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","5301","Disponibilit? int?rieure","2807","Riz et produits","2017","2017","Milliers de tonnes","9","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","5521","Aliments pour animaux","2807","Riz et produits","2017","2017","Milliers de tonnes","0","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","5142","Nourriture","2807","Riz et produits","2017","2017","Milliers de tonnes","9","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2807","Riz et produits","2017","2017","kg","3.12","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2807","Riz et produits","2017","2017","Kcal/personne/jour","31","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2807","Riz et produits","2017","2017","g/personne/jour","0.57","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2807","Riz et produits","2017","2017","g/personne/jour","0.06","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","5511","Production","2513","Orge et produits","2017","2017","Milliers de tonnes","520","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","5611","Importations - Quantit?","2513","Orge et produits","2017","2017","Milliers de tonnes","63","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","5072","Variation de stock","2513","Orge et produits","2017","2017","Milliers de tonnes","-29","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","5911","Exportations - Quantit?","2513","Orge et produits","2017","2017","Milliers de tonnes","275","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","5301","Disponibilit? int?rieure","2513","Orge et produits","2017","2017","Milliers de tonnes","336","S","Donn?es standardis?es"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","5521","Aliments pour animaux","2513","Orge et produits","2017","2017","Milliers de tonnes","186","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","5123","Pertes","2513","Orge et produits","2017","2017","Milliers de tonnes","8","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","5154","Autres utilisations (non alimentaire)","2513","Orge et produits","2017","2017","Milliers de tonnes","16","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","5142","Nourriture","2513","Orge et produits","2017","2017","Milliers de tonnes","41","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","645","Disponibilit? alimentaire en quantit? (kg/personne/an)","2513","Orge et produits","2017","2017","kg","14.38","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","664","Disponibilit? alimentaire (Kcal/personne/jour)","2513","Orge et produits","2017","2017","Kcal/personne/jour","86","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","674","Disponibilit? de prot?ines en quantit? (g/personne/jour)","2513","Orge et produits","2017","2017","g/personne/jour","2.45","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","684","Disponibilit? de mati?re grasse en quantit? (g/personne/jour)","2513","Orge et produits","2017","2017","g/personne/jour","0.34","Fc","Donn?e calcul?e"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","5511","Production","2514","Ma?s et produits","2017","2017","Milliers de tonnes","57","Im","Donn?es de la FAO bas?es sur une m?thodologie d'imputation"
